WORD,diff_status,WORD_OLD,WORD_NEW,DESCRIPTION_OLD,DESCRIPTION_NEW,POS_OLD,POS_NEW,AFFIX_OLD,AFFIX_NEW,NOUN_CLASS_OLD,NOUN_CLASS_NEW
11542,CHANGED,,ikirăngu,,"plein soleil, canicule, soleil brûlant.",,,,ibi-,,7|8
11543,CHANGED,,kirăngu,,"dans certaines locutions: ikirûndi kirăngu, le bon langage rundi, mu kirûndi kirăngu, en clair.",,"semi-adj.?, parfait",,,,
11544,CHANGED,,kurangūka,,"être accompli, être parfait",,n.,,-tse,,
11545,CHANGED,,irangūra,,achèvement,,n.,,,,5
11546,CHANGED,,kurangūra,,"parfaire, rendre parfait",,v.,,-ye,,
11547,CHANGED,,karangûra,,complément,,n.,,,,9a
11584,CHANGED,,kurarāga,,"se démener, ne pas se tenir tranquille.",,v.,,-ze,,
11585,CHANGED,,kurárama,,"regarder en haut, en lair; lever la tête, les yeux.",,verb,,-mye,,
11586,CHANGED,,kuráramanga,,"être dissipé; ne pas sen faire, ne pas prendre son travail À CŒUF.",,,,-nze,,
11587,CHANGED,,kwîraramanza,,"faire vaille que vaille, bâcler. Gutérama kutîráramanza, monter la garde avec vigilance.",,,,-ngije,,
11596,CHANGED,,kurârana,,"se coucher avec, coucher ensemble, passer la nuit ensemble.",,v.,,-nye,,
11597,CHANGED,,kwîrārana,,passer la nuit seul.,,v.,,-nye,,
11598,CHANGED,,indaranaburimiro,,,,v.,,v.-rimiro,,
11599,CHANGED,,ikirărane,,"suranné, ancien, périmé; de la récolte précédente, de l'an dernier.",,adj.,,ibi-,,7|8
11616,CHANGED,,kurárikira,,"avoir envie de viande, avoir facilement leau à la bouche.",,applic.,,-ye,,
11617,CHANGED,,kurârikīra,,coucher à tel moment; border un enfant pour la nuit.,,,,-riye,,
11618,CHANGED,,kurârīra,,"veiller, faire le guet la nuit, monter la garde la nuit, faire bonne garde. Garder un troupeau la nuit.",,applic.,,-riye,,
11619,CHANGED,,kwîrārīïra,,être présomptueux; avoir des prétentions.,,applic.,,-riye,,
11652,CHANGED,,kurárukīsha,,"Provoquer la fatigue, causer une insolation.",,v.,,-shije,,
11653,CHANGED,,umurârūko,,"une côte, une montée.",,n.,,,,3
11654,CHANGED,,uburârūko,,le nord.,,n.,,,,14
11655,CHANGED,,kurarura,,"brusquer, être impoli.",,v.,,-ye,,
11672,CHANGED,,amaráso,,sang,,,,,,6
11673,CHANGED,,indáso,,manière de tirer à l'arc.,,noun,,,,9l)10
11674,CHANGED,,uturáso,,"un peu de sang, quelques gouttes de sang.",,,,,,13
11675,CHANGED,,irásōro,,ressort,,,,ama-,,9il6
11697,CHANGED,,indavya,,"une fille bavarde, une longue langui ig.",,n,,,,9j10
11698,CHANGED,,ikirávyi,,spatule recourbée pour extraire le beurre de la baratte. Cuiller í pot. Syn. umutôzo.,,,,ibi-,,7|8
11699,CHANGED,,Indāvyi,,"Providence, Dieu. Syn Imâna, Mùngu.",,,,,,9
11704,CHANGED,,ikirâya,,,,v.,,-lâya,,
11705,CHANGED,,Uburàya,,,,v.,,-lâya,,
11706,CHANGED,,umurāyi,,fleur des céréales,,n.,,imi-,,11
11707,CHANGED,,ikirāyi,,"7, gris rayé: une vache au pelage rayé",,n.,,,,
11712,CHANGED,,kureba,,"pendre. mollement; se faner, se flétrir, jaunir (feuilles des plantes).",,,,-vye,,
11713,CHANGED,,irēba,,baguettes magiques employées lors de la jête des prémices.,,noun,,ama;-,,
11715,CHANGED,,indeberi,,animal à grosses oreilles pendantes.,,,,,,9|10
11716,CHANGED,,indébuye,,sac en raphia qu'on suspend à l'épaule,,n.,,,,910
11717,CHANGED,,imirēbwe,,petit morceau d'étoffe,,n.,,,,4
11718,CHANGED,,kuréfagura,,faire de grandes promesses souvent inconsidérées,,v.,,-ye,,
11719,CHANGED,,uburêfūké,,grande longueur; largeur,,n,,,,14
11736,CHANGED,,kurégareza,,"branler, faire branler.",,,,-je,,
11737,CHANGED,,kurégeka,,"faire attendre, laisser en suspens. Suspendre un jugement.",,,,-tse,,
11738,CHANGED,,irêgelí,,règle à tracer.,,applic,,ama-,,9ij6
11748,CHANGED,,umurehe,,Abutilon mauritianum Ficus ingens MIQ.,,n.,,imi-,,
11749,CHANGED,,uburehe,,fruits du précédent.,,n.,,,,
11750,CHANGED,,kuréheranya,,"négocier un mariage pour qqn, au nom de qqn.",,v.,,-nije,,
11751,CHANGED,,amarēka,,écoulement deau.,,n.,,,,
11752,CHANGED,,kurēka,,"laisser pendre, suspendre un (bambou) pour recueillir leau.",,v.,,-tse,,
11753,CHANGED,,kwîrēka,,couler goutte à goutte.,,v.,,-tse,,
11754,CHANGED,,amarēkano,,eau recueillie toit ou Run conduit en bambou.,,n.,,,,6
11755,CHANGED,,kurekera,,"applic., abandonner, laisser.",,v.,,-ye,,
11761,CHANGED,,kurekeza,,abandonner.,,verb,,-je,,
11762,CHANGED,,umurēko,,"gouttière, tuyau pour recueillir Veau.",,,,imi-,,34
11763,CHANGED,,ikiréko,,"enfant impertinent, mal élevé.",,,,ibi-,,78
11780,CHANGED,,ikiréma,,qui souffre de malformation,,n.,,ibi-,,
11781,CHANGED,,kuremanwa,,être rassemblés,,n.,,-nywe,,
11782,CHANGED,,kurémara,,contracter une manie,,v.,,-ye,,
11783,CHANGED,,kuremarema,,calomnier,,v.,,-mye,,
11788,CHANGED,,umusumbaremba,,"-sumb- dépasser, -remba 5 feuillage",,,,imi-,,34
11789,CHANGED,,ikiremba,,feuillage touffu et vert.,,,,ibi-,,
11791,CHANGED,,amarembe,,Forme de salutation dans certaines régions du pays.,,n,,,,6
11804,CHANGED,,kurembērwa,,"se laisser abuser, être floué, être victime de manœuvres artificieuses.",,,,-rewe,,
11805,CHANGED,,kurêmberwa,,"être ramée (piante grimpante), recevoir un tuteur.",,,,-we,,
11807,CHANGED,,umusângarêmbo,,"garder, seuil",,portier,,aba-,,12
11812,CHANGED,,kuremera,,calomnier,,,,-ye,,applic.
11813,CHANGED,,kwîremera,,s'imaginer,,applic.,,-ye,,
11814,CHANGED,,Abaremëra,,bonne famille hutu dont l'ancêtre éponyme était Karemēra.,,,,,,
11825,CHANGED,,ikirêmvye,,doux au toucher,,n,,ibi-,,78
11826,CHANGED,,kuremwa,,être créé,,,,-mwe,,
11827,CHANGED,,ikirèmwa,,"créature. Ibirėmwa, les êtres créés.",,n,,ibi-,,7|8
11836,CHANGED,,umurendarenda,,"DL’extrait aqueux des feuilles comme boisson est employé contre la toux. Les graines de cet arbuste donnent aux aliments un goût très apprécié, Les jeunes filles employaient comme lubrifiant pour faciliter l'étirement des nymphes (-kun-). V. -shígura 3.",,,,imi-,,3l4
11837,CHANGED,,irěnde,,cheveux lisses par opposition aux cheveux crépus.,,,,,,5
11839,CHANGED,,kurêndūza,,achever de trancher au moyen de,,,,-je,,
11840,CHANGED,,umurengá,,col dd'une calebasse.,,,,,,34
11842,CHANGED,,kwîrenga,,passer outre.,,,,-ze,,
11843,CHANGED,,umurěnga,,phragmite sur pied.,,,,imi-,,34
11864,CHANGED,,umurengasāzi,,-sāazi. -zûûba.,,v.,,,,
11865,CHANGED,,intîrêngazwa,,"chose qwon ne peut pas laisser dépasser, à cacher soigneusement. Ubusáro bwó munda bwări intîrêngazwa kw-izína mukòbwa wëse, pour une jeune fille qui se respecte, ses ceintures de perles ne pouvaient jamais se laisser voir.",,,,,,9|10
11866,CHANGED,,Abarenge,,"(descendants de Rurenge), mauvyaise famille hutu.",,,,,,2
11868,CHANGED,,amarěnge,,période menstruelle,,n.,,,,
11869,CHANGED,,kurêngeka,,faire passer,,v.,,-tse,,
11870,CHANGED,,kurêngekēsha,,se servir d'un moyen magique pour empêcher les voleurs de piller les champs,,v.,,-sheje,,
11871,CHANGED,,ururêngeko,,produit magique pour écarter les voleurs de récoltes,,n.,,,,
11880,CHANGED,,kurêngereza,,dépasser la mesure; faire dépasser.,,,,-je,,
11881,CHANGED,,akarêngerezo,,augmentation,,,,utu-,,
11882,CHANGED,,irêngero,,"espace situé au-delà du kirúgu q.v. Bărabhúze irêngero ryâbo bakēka kó nabó nyéne băpfūye, on ne sait où ils ont disparu, on croit qweux aussi sont morts.",,,,ama-,,56
11883,CHANGED,,ikirêngero,,ouverture dans un enclos.,,,,ibi-,,718
11884,CHANGED,,umurêngo,,Cardiospermum halicacabum LINNÉ.,,n.,,imi-,,3|4
11885,CHANGED,,ururêngo,,"endroit où lon apparaît. Sìnkirenga ururêngo, nsigaye mbáriza amakùûru ahó mbundâye, je ne voyage plus, je me contente de demander des nouvelles dans mon coin. Gucá ururêngo, arriver de très loin; être expérimenté pour avoir beaucoup voyagé. Gutêra indêngo, aller au loin.",,n.,,,,11110
11886,CHANGED,,uburêngo,,"(au) loin, (à P) horizon.",,n.,,,,14
11887,CHANGED,,kurênguka,,"accourir à Pappel; répondre à llappel; se présenter. Wâ mugabo atōye umcsi ararêngutse n'i butwáre, notre homme, au jour prévu, se présente donc au chef-lieu du canton. Paraître. Ashítse murí nyāa shamba arenguka ku kazu karímwo umukěcuru, arrivé dans cette savane, il parut devant un gourbi où se trouvait une vieille. Apparaître à lhorizon. Igihúgu cōse gisamāje kírora iyó zirengúka, tout le monde regarde le chemin par où elles reviendront. Umurúshwa arenguka kw-ibâgo, yaburá inyama, agatēkera ikinōno, le pauvre arrive-t-il à la boucherie, şil ne reçoit pas un morceau de viande, il emporte au moins le sabot de la vache, Rírenga nawé arênguka, il est arrivé au coucher du soteil.",,v.,,-tse,,
11900,CHANGED,,amarenya,,Sopubia simplex HocHsT.,,n.,,,,6
11901,CHANGED,,kurênza,,faire dépasser. ...,,v.,,-ngeje,,
11902,CHANGED,,kwîrenza,,avaler d'un coup.,,v.,,-ngeje,,
11903,CHANGED,,amarênzàko,,cultiver sans soin. Syn. gusibanganya.,,n.,,,,6
11924,CHANGED,,uburēre,,,,n.,,,,
11925,CHANGED,,umurėre,,endroit surélevé,,n.,,imi-,,
11926,CHANGED,,intângamárēré,,"sans pareil, champion",,n.,,,,
11927,CHANGED,,ikirêré,,"firmament; air, atmosphère",,n.,,ibi-,,
11932,CHANGED,,kurereka,,être bien élevé.,,,,-tse,,
11933,CHANGED,,kurerekana,,"s'épier, se soupçonner mutuellement.",,,,-nye,,
11935,CHANGED,,kurérembura,,"tourner vers le haut. Kurérembura amâso, faire des yeux blancs.",,n,,-ye,,
11984,CHANGED,,ikirézi,,pectoral souvent en forme de croissant.,,,,ibi-,,718
11985,CHANGED,,Abanyábirézi,,bonne famille hutu,,Abanyábirézi,,,,
11987,CHANGED,,ukūri,,"vérité, véracité; sincérité",,nom,,-rí,,15
11988,CHANGED,,nyakūri,,une personne sincère,,,,,,
11989,CHANGED,,imvúgakûúri,,"parler, dire, vérité, franc, loyal",,noun,,"-vúg-, -ri",,9|10
11990,CHANGED,,iriba,,"eau qui sourd, nappe d'eau, vasque, mare, étang, fontaine.",,Noun,,ama-,,56
12000,CHANGED,,kuríbóra,,bien en chair,,adj.,,-ye,,
12001,CHANGED,,kuríbōrera,,vergetures,,n.,,-ye,,
12002,CHANGED,,indibu,,graines du fauxbananier,,n.,,,,9|10
12003,CHANGED,,Sêntibirīibwá,,être comestible,,,,-rîbw-,,3|4
12012,CHANGED,,kurígānira,,"hésiter, douter",,Dépasser les forces,,-niye,,
12013,CHANGED,,kurígata,,lécher. Syn. gufyeta. Prendre avec la langue.,,verb,,-se,,
12014,CHANGED,,kwîrigata,,se lécher,,V,,-se,,
12015,CHANGED,,umurígatano,,panacée,,nom,,imi-,,3|4
12020,CHANGED,,indihano,,rançon,,n.,,,,910
12021,CHANGED,,kurihira,,expier,,v.,,-ye,,
12022,CHANGED,,kurihirira,,payer à la place de,,v.,,-ye,,
12023,CHANGED,,kwîrihirira,,se racheter par une amende sans laide d'autrui,,v.,,-ye,,
12068,CHANGED,,kurimbāna,,"être bien bâti, bien proportionné, bien fait, préparé.",,n.,,-nye,,
12069,CHANGED,,umurimbāne,,jolie femme.,,n.,,aba-,,1|2
12070,CHANGED,,indimbane,,"personne de taille moyenne, de stature bien proportionnée, de belle prestance.",,n.,,,,9|10
12071,CHANGED,,kurimbanya,,"rendre proportionnel, Arranger harmonieusement.",,v.,,-nije,,
12088,CHANGED,,ikirími,,langue Qun animal,,n.,,,,
12089,CHANGED,,ururimi,,langues de feu,,n.,,,,
12090,CHANGED,,irímirími,,,,,,ama-,,
12091,CHANGED,,kurimirira,,cultiver entre les bananiers.,,,,-ye,,
12100,CHANGED,,ikirimīsho,,"outillage agricole : épieu, houe, hoyau, etc.",,n.,,ibi-,,
12101,CHANGED,,umwîrimizi,,"cultivateur, toute personne qui vit de ses champs à lexclusion d'autre chose. travail, occupation, labeur. travailleur. partager les mêmes fonctions. champ cultivé. brûler. taper d'un coup sec. donner un violent coup de bâton. être cultivé. arable. terre de culture, terre arable. plante cultivée. la racine dd'une plante, les plantes cultivées au Burundi: ibiharage, les haricots, ikigôri le maïs, amasàka, le sorgho, ubúro, léleusine, ubwishaza, inkûndé, les petits pois, inkôré, les lentilles, ingano, le blé, les céréales, ibisûnzu, amatúgu, diverses sortes d'ignames, amateke, les colocases, imyŭngu, imihiti, fes courges, urunyabutongo, urubwïja, le tétragone, isogí, légume amer, igitōke, la banane, umwumbati, te manioc, ibijumbu, les patates douces, ivyema, ibiyôbá, les arachides, ibitunguru, les oignons, akâwa, le café, ipâmpa, le coton, ikigázi, l'élaïs, etc.",,n.,,ab-,,
12102,CHANGED,,rimwêrimwé,,,,v.,,-mwé,,
12103,CHANGED,,umurimyi,,"cultivateur, laboureur, piocheur.",,n.,,aba-,,
12104,CHANGED,,umurinda,,bracelet en fer,,,,imi-,,
12106,CHANGED,,kwîrinda,,"se garder, se protéger",,,,-nze,,
12107,CHANGED,,kurîndagira,,faire souvent preuve de patience; devenir infirme.,,,,-ye,,
12108,CHANGED,,kurindana,,surveiller lun lautre; s'attendre,,v.,,-nye,,9a
12109,CHANGED,,akarindi,,outil servant au forgeron pour maintenir le fer pendant qu'il le travaille.,,,,utu-,,12|13
12110,CHANGED,,umurindīga,,"négligé, rustre.",,péj,,aba-,,12
12111,CHANGED,,akarindīga,,"« qui se morfond en cherchant du travail partout», journalier, valet.",,,,,,
12128,CHANGED,,umurîndūka,,,,n.,,aba-,,1|2
12129,CHANGED,,kurindūra,,calmer la crainte,,v.,,-ye,,
12130,CHANGED,,kurindwa,,être Supporté. I| Ne pas être craint. || Etre gardé; être sous surveillance. Etre sur ses gardes.,,v.,,-nzwe,,
12131,CHANGED,,agacâmiringa,,coiffure où les cheveux sont taillés e forme de croissant.,,n.,,,,12
12140,CHANGED,,uburïínganire,,égalité,,n.,,,,
12141,CHANGED,,kuringanirwa,,"une comparaison, être égal à",,v.,,-we,,
12142,CHANGED,,ikiringo,,"temps, momenti, imstant; heure; cycle",,n.,,,,
12143,CHANGED,,amarîngo,,originalité harmonieuse,,n.,,,,
12148,CHANGED,,umurinzi,,"protecteur, surveillant, gardien.",,,,aba-,,1|2
12150,CHANGED,,indinzi,,"patient, courageux",,noun,,,,
12151,CHANGED,,uburinzi,,"garde, veille",,,,,,14
12156,CHANGED,,amarira,,larmes,,n.,,,,
12157,CHANGED,,kurira,,pleurer,,v.,,-ze,,
12158,CHANGED,,kwîrira,,pleurer seul,,v.,,-îrize,,
12159,CHANGED,,indíra,,objet désiré,,n.,,,,
12160,CHANGED,,kurîra,,manger,,verb,,-rîriye,,
12161,CHANGED,,kwîrīra,,manger tout seul,,v,,-îrīriye,,
12162,CHANGED,,ikirîrá,,savane où nwa pas été brûlée par les feux de brousse.,,,,ibi-,,718
12163,CHANGED,,kuriragurika,,se lamenter,,,,-tse,,
12168,CHANGED,,uburíre,,conjonctivite,,n.,,,,
12169,CHANGED,,ikiriri,,gésine,,n.,,,,
12170,CHANGED,,indiri,,"quantité énorme, multitude, un très grand nombre",,n.,,,,9|10
12171,CHANGED,,amakorokaburiri,,"tomber de hatt, lit",,n.,,,,6
12180,CHANGED,,indirima,,"vent violent, rafale, bourrasque, trombe. Syn. igihûhūsi. Crépitement produit par une averse.",,indirima,,,,910
12181,CHANGED,,nyamuririma,,pluie torrentielle,,noun,,,,9
12182,CHANGED,,kuririma,,produire un bruit sourd; râler.,,,,-mye,,
12200,CHANGED,,umuriro,,oiseau,,n.,,,,
12201,CHANGED,,ikizimyamuriro,,décoction fébrifuge,,n.,,zimy-,,
12202,CHANGED,,ikirîro,,capacité dans le manger ou dans le boire.,,,,ibi-,,
12203,CHANGED,,ururîro,,réfectoire,,,,,,11
12204,CHANGED,,risăsi,,,,v.,,-săsi,,
12205,CHANGED,,kurîsha,,"faire manger; nourrir, alimenter",,v.,,-shije,,
12206,CHANGED,,kwîrishaguza,,"faire le fin bec, être difficile à satisfaire quant à la nourriture ou la boisson",,v.,,-je,,
12207,CHANGED,,kurîshanya,,faire manger ensemble,,v.,,-nije,,
12240,CHANGED,,umuróbafí,,-fí.,,,,-fí,,
12241,CHANGED,,kuróbagura,,trier rapidement plusieurs fois. Syn. gutôragura.,,,,-ye,,
12243,CHANGED,,inándobéke,,Ouvrage en perles de différentes couleurs; résille en perles.,,,,,,
12256,CHANGED,,irobota,,"ballot (de tissu, etc.)",,,,ama-,,
12257,CHANGED,,kuróbwa,,"être tiré de leau; être pris à la pêche, être repêché.",,,,-bwe,,
12258,CHANGED,,kurófangira,,"ĉtre vorace, bâfrer",,n,,-ye,,
12272,CHANGED,,kurogwa,,être empoisonné.,,être,,-zwe,,
12273,CHANGED,,Abaroha,,très bonne famille tutsi. i| Bonne famille iwa.,,,,,,2
12275,CHANGED,,kuroha,,"jeter à leau, faire plonger dans leau; noyer",,,,-roshe,,
12288,CHANGED,,kurókera,,s'enfoncer quelque part.,,,,-ye,,
12289,CHANGED,,indókěrá,,profondeur,,,,,,910
12290,CHANGED,,kurókeranira,,se faire mutuellement ses confidences.,,applic.,,-ye,,
12312,CHANGED,,ruròmbo,,,,n.,,,,
12313,CHANGED,,ibūnyokórome,,,,n.,,,,
12314,CHANGED,,kuromëra,,"plaisanter, jaser, blaguer",,v.,,-reye,,
12315,CHANGED,,kuromērana,,échanger des plaisanteries; se taquiner mutuellement,,v.,,-nye,,
12364,CHANGED,,kurongorana,,convoler en premières noces,,v.,,-nye,,
12365,CHANGED,,kurongoranya,,donner au gendre la première génisse née de la vache antérieurement donnée comme birth-price inkwâno q.v.,,v.,,-nije,,
12366,CHANGED,,indongoranyo,,"conireprestation; troisième veau né du don principal, contrepartie du birth-price inkwâno q.v.; le père de l'épouse, deux ou trois ans après le marjage remet une génisse au père de l'époux.",,n.,,,,9|10
12367,CHANGED,,indcngoranywa,,dons secondaires provenant de la famille de l'épouse pour contribuer à Pinstallation du ménage; cadeaux de mariage.,,n.,,,,10
12468,CHANGED,,harubavu,,-bavu,,v.,,,,
12469,CHANGED,,kurúbuka,,s'enrichir,,v.,,-tse,,
12470,CHANGED,,umurùbuzi,,contribuable,,n.,,aba-,,
12471,CHANGED,,amarugaruga,,gardes du corps,,n.,,,,6
12476,CHANGED,,umurúgumvyi,,menteur,,,,aba-,,1|2
12477,CHANGED,,ruguru,,au-dessus,,adverb/noun,,-rúg--,,
12479,CHANGED,,amajâruguru,,"l'amont, en amont.",,n,,-ja,,6
12480,CHANGED,,haruguru,,,,n.,,,,
12481,CHANGED,,Abanyaruguru,,,,n.,,,,
12482,CHANGED,,ibirúgurugu,,,,n.,,,,
12483,CHANGED,,kuruguta,,crépiter (feu). || Bourdonner (oreilles).,,v.,,-se,,
12484,CHANGED,,akarugútu,,case de Pygmoīide,,n.,,utu-,,
12485,CHANGED,,kuruha,,"être fatigué, être las, se lasser",,v.,,-rushe,,
12486,CHANGED,,kuruhana,,associatif de être fatigué: harasser; éreinter malgré telle qualité,,v.,,-nye,,
12487,CHANGED,,akăruhariwe,,,,v.,,-hariwe,,
12488,CHANGED,,umurûhe,,"personne fatiguée, accablée",,,,aba-,,1|2
12489,CHANGED,,indùúhe,,fatigue; faiblesse; accablement.,,,,,,9|10
12490,CHANGED,,kwîruhira,,être à bout de forces.,,,,-ye,,
12491,CHANGED,,kwîruhiriza,,"se fatiguer pour, S'évertuer à. Mwiruhiriza ikí?, pourquoi vous fatiguer ?",,verb,,-rije,,
12532,CHANGED,,kwîrukirwa,,"être fréquenté, recherché, secourable.",,,,-we,,
12533,CHANGED,,kurúkīsha,,faire vomir; exciter à vomir; aider à vomir.,,,,-shije,,
12534,CHANGED,,umurukungàmbare,,,,,,imi-,,314
12544,CHANGED,,kurumba,,"dépérir (cultures), ne pas prospérer. Etre stérile, improductif (champ)",,,,-vye,,
12545,CHANGED,,ikirămba,,objet usé; guenille.,,,,ibi-,,78
12547,CHANGED,,kurumbira,,dépérir,,applic.,,-ye,,
12556,CHANGED,,nyinarúme,,le frère de sa mère,,n.,,,,
12557,CHANGED,,nyokórume,,le frère de ta mère,,n.,,,,
12558,CHANGED,,jsukúrume,,bouc,,n.,,,,
12559,CHANGED,,kurúmika,,appliquer sur,,v.,,-tse,,
12580,CHANGED,,umurúmyo,,"dressage, excitant, tout ce quon donne ou fait au chien pour le dresser à la chasse.",,n.,,imi-,,3|4
12581,CHANGED,,amarúmyo,,"correction. Baragúha amarúmyo, on va te frotter les oreilles (pour tôter de recommencer). Coup de pouce (fig.). Uwïyizi nêzá ntíyīhá amarúmyo, nayó ishīmágizwa ry'abantu ntirimunéze, celui qui se connaît bien est vil à ses propres yeux, et il ne prend nul plaisir aux louanges des hommes. Néol. Kwîha amarúmyo, ou kwîha amanòta, arrondir ses résultats scolaires, s'octroyer des points, exagérer ses succès, se vanter d'avoir eu de bons résultats.",,n.,,,,6
12582,CHANGED,,kurunda,,"entasser, mettre en tas; amonceler, accumuler; amasser. Kurunda ibibeya, faire des tas de fanes, d'herbes dans un champ. i| Fig. Kurunda ubugwi, être moralement mâr. Kurundáko, surcharger.",,v.,,-nze,,
12583,CHANGED,,kurûôndama,,"rester assis, accroupi. Urwo rukěcuru rurakûûnda kurûndama ngăho, cette vieille passe assise le plus clair de son temps.",,v.,,-mye,,
12592,CHANGED,,-rûndi,,emploi limité aux cl. 9 et 10,,,,,,9|10
12593,CHANGED,,Umurùndi,,"habitant du pays rundi, un Rundi.",,,,Aba-,,12
12594,CHANGED,,umurŭndi,,"tibia. Umurùndi n’Umunyarwanda wōvuna ikí?, qui défendrais-tu, un Rundi ou un Rwanda? Umurùndi, un Rundi. Urakavunnna umurŭndi!, que tu te casses le tibia! (jeu de mots intraduisible). || (Terme des forgerons). Imirûndi y'imivuba, les manches des soufflets.",,n/a,,imi-,,3|4
12595,CHANGED,,sêbarŭndi,,"le père du peuple, le souverain.",,,,,,
12596,CHANGED,,igicâmurăcndi,,"couper, rûndi 3 tibia, croc-en-jambe, coup de pied donné sur le tibia",,v.,,ibi-,,7|8
12597,CHANGED,,kurundika,,"femme ou fille rundi, personne de sexe féminin originaire du Burundi",,n.,,-tse,,1|2
12598,CHANGED,,umurundo,,tas,,n.,,imi-,,3j4
12599,CHANGED,,irundo,,"tas, monticule",,n.,,ama,,5|6
12608,CHANGED,,umurûnduro,,profession solennelle,,profession solennelle,,imi-,,3|4
12610,CHANGED,,kurûngëēra,,"s'élever très haut (fumée, oiseau)",,,,-reye,,
12611,CHANGED,,kwîrungēra,,porter sur ja tête sans maintenir.,,noun,,-reye,,
12656,CHANGED,,akanyámurûru,,"bruit léger, crissement",,n.,,utu-,,
12657,CHANGED,,ubururu,,indigo,,n.,,,,
12658,CHANGED,,ikirûrú,,hurlement,,n.,,rurum-,,
12659,CHANGED,,indûrú,,"cri, clameur",,n.,,rûrú,,
12669,CHANGED,,rurururu,,,,,,,,
12670,CHANGED,,indurwe,,bile,,,,,,
12671,CHANGED,,akārusanda,,-sanda,,v,,-sanda,,
12684,CHANGED,,akarusho,,mieux; supériorité.,,adjective,,utu-,,
12685,CHANGED,,kurushwa,,"être dans la détresse, la peine.",,,,-ruhijwe,,
12686,CHANGED,,kurushwa,,"être dépassé, surpassé.",,adj,,-rushijwe,,1|2
12687,CHANGED,,uburùshwa,,"affliction, infortune",,,,,,14
12724,CHANGED,,ikirwanīsho,,arme.,,n,,ibi-,,78
12725,CHANGED,,kurwaniza,,"combattre pour, lutter pour avoir lavantage, pour remporter la victoire, pour triompher.",,,,-je,,
12726,CHANGED,,indwano,,"escarmouche, combat; bagarre, rixe; guerre; bataille. Syn. intambara. Gutêra indwano, combattre.",,Noun,,,,9l)10
12727,CHANGED,,kurwanya,,combattre; battre; combattre avec.,,,,-nije,,
12728,CHANGED,,umurwanyi,,combattant; bagarreur; belligérant,,n.,,aba-,,1|2
12729,CHANGED,,kurwâragurika,,"être maladif, être Run naturel souffreteux",,adj.,,-tse,,
12730,CHANGED,,kurwârika,,être valétudinaire,,adj.,,-tse,,
12731,CHANGED,,kurwârira,,"applic., être malade à. Se faire soigner chez. Syn. kwîvūriza",,v.,,-ye,,
12736,CHANGED,,kurwâza,,rendre malade; se soigner,,v.,,-je,,
12737,CHANGED,,Marwi,,revenir à soi; reprendre conscience,,v.,,,,6
12738,CHANGED,,umurya,,muscle,,n.,,imi-,,34
12739,CHANGED,,narirya,,quand,,adv.,,,,
12740,CHANGED,,amaryá,,heure du repas,,n.m,,,,6
12741,CHANGED,,icókuryá,,"nourriture, manger, mets, pitance, vivres",,,,,,
12742,CHANGED,,ivyóbaryá,,nourriture,,n,,,,8
12743,CHANGED,,indyá,,nourriture,,Noun,,,,9|10
12768,CHANGED,,kuryâmika,,"mettre au lit, coucher",,j,,-tse,,
12770,CHANGED,,ikiryâmirwa,,"terme noble, natte dans laquelle on se couche, natte servant de couverture.",,,,ibi-,,7|8
12771,CHANGED,,ikiryâmo,,couche,,n,,ibi-,,
12776,CHANGED,,umwâryaná,,,,n.,,,,
12777,CHANGED,,umuryango,,"famille, caste, clan, lignage",,n.,,imi-,,
12778,CHANGED,,icāmamiryango,,"coutume particulière à un clan, à une famille; mœurs",,n.,,ivy-,,
12779,CHANGED,,akaryango,,"société, compagnie",,n.,,,,12
12800,CHANGED,,isâmbàndyé,,"essayer d'obtenir de la nourriture, -n-ry-é que je mange",,n.,,,,9|10
12801,CHANGED,,kuryega,,"être aigu (bruit), retentir, bruire, résonner",,v.,,-ryeze,,
12802,CHANGED,,kuryêganiriza,,faire saillir en serrant les dents,,v.,,-je,,
12803,CHANGED,,kuryêganiīsha,,"faire jouer les muscles des mâchoires, serrer les dents",,v.,,-shije,,
12808,CHANGED,,Buryenda,,,,n.,,,,
12809,CHANGED,,Mukâ-Karyenda,,,,n.,,,,
12810,CHANGED,,uburyěnegeti,,"tortueux, compliqué",,adj.,,,,
12811,CHANGED,,kuryênya,,"se moquer, railler",,v.,,-nye,,
12820,CHANGED,,ubūryo,,"dextérité, habileté, adresse, facilité",,n.,,,,
12821,CHANGED,,umwîryo,,"vanité, vaine gloire, morgue",,n.,,,,
12822,CHANGED,,ikibúrabúryo,,"maladroit, gauche, ridicule",,adj.,,ibi-,,
12823,CHANGED,,akabúrabúryo,,petit enfant,,n.,,utu,,
12840,CHANGED,,kuryôsharyosha,,"flatter, aduler; donner des coups d'encensoir (fig.), dorer la pilule.",,v.,,-heje,,
12841,CHANGED,,akaryôshe,,"une friandise, une douceur.",,n.,,utu-,,
12842,CHANGED,,kuryôshwa,,"être bien fait, réussi.",,v.,,-ryôhejwe,,
12843,CHANGED,,sa,,abréviation de sabwe q.v.,,n.,,,,
12844,CHANGED,,-sa,,"seul, unique.",,adj.,,,,
12845,CHANGED,,umusa,,"gorgée, rasade",,v.,,imi-,,34
12846,CHANGED,,agasa,,lampée,,n.,,udu-,,12|13
12847,CHANGED,,gusa,,"seul, seulement",,adj.,,,,
